product_id,source_category,brand,name,product_type,country,product_url,skin_type,sensitivity,skin_type_source,ingredients,ingredient_count,key_ingredients,free_from,spf,benefits,concerns,price_usd,price_source,size_value,size_unit,size_ml,price_lbp,price_lbp_rate,price_per_ml,price_tier,rating,rating_count,rating_source,review_texts_json,shops_in_lebanon,image_url,image_source,product_summary,price_seen_date,sold_by_shops,price_usd_lowest,price_usd_highest,ingredient_functions,cosing_matched,cosing_coverage,restricted_ingredients
LBR-04311,Lebanese retail,Nuxe,Your Travel Essentials Starter Kit,General Moisturizer,France,https://zeinacare.com/products/your-travel-essentials-starter-kit,All,Resistant,"tier 4, inferred: a general purpose formula","Micellar Water: Aqua/Water, Glycerin, Peg-6 Caprylic/Capric Glycerides, Pentylene Glycol, Rosa Damascena Flower Water, Parfum/Fragrance, Sodium Gluconate, Cetrimonium Bromide, Xylitylglucoside, Anhydroxylitol, Xylitol, Citric Acid, Sodium Hydroxide, Phenoxyethanol, Cleansing Gel: Aqua/Water, Glycerin, Sodium Cocoamphoacetate, Sodium Lauroyl Sarcosinate, Lauryl Glucoside, Parfum/Fragrance, Mel/Honey, Sunflower Seed Oil Peg-8 Esters, Sodium Cocoyl Glutamate, Sodium Lauryl Glucose Carboxylate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol, Gluconolactone, Sodium Hydroxide, Coco-Glucoside, Glyceryl Oleate, Citric Acid, Allantoin, Sodium Benzoate, Tetrasodium Glutamate Diacetate, 1,2-Hexanediol, Caprylyl Glycol, Caramel, Calcium Gluconate, Tropolone, Hydrogenated Palm Glycerides Citrate, Tocopherol [N2002/A], Multi-Purpose Dry Oil: Coco-Caprylate/Caprate, Macadamia Integrifolia Seed Oil, Dicaprylyl Ether, Caprylic/Capric Triglyceride, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Corylus Avellana (Hazel) Seed Oil, Camellia Oleifera Seed Oil, Parfum/Fragrance, Camellia Japonica Seed Oil, Tocopherol, Argania Spinosa Kernel Oil, Borago Officinalis Seed Oil, Tocopheryl Acetate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Polyglyceryl-3 Diisostearate, Ascorbic Acid, Solanum Lycopersicum (Tomato) Fruit Extract, Benzyl Salicylate, Linalool, Limonene, Citronellol, Geraniol, Benzyl Alcohol [N2212/A]",65,"Vitamin C, Vitamin E, Allantoin, Rose, Honey","Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,Hydrating,"May Worsen Dryness, May Worsen Irritation, May Worsen Rosacea, May Worsen Eczema",28.32,zeinacare,,,,2534640,89500,,mid,,,,,1,https://zeinacare.com/cdn/shop/files/NuxeYourTravelEssentialsStarterKit.jpg?v=1759365160,og:image,A general moisturizer from NUXE.,,zeinacare,28.32,28.32,"Skin Conditioning (32), Fragrance (14), Perfuming (12), Skin Conditioning - Emollient (10), Solvent (8), Humectant (7), Surfactant - Cleansing (7), Surfactant - Emulsifying (6)",62,95,"Benzyl Salicylate, Caramel, Cetrimonium Bromide, Citric Acid, Citronellol, Geraniol, Limonene, Linalool, Phenoxyethanol, Sodium Benzoate, Sodium Hydroxide"
LBR-04408,Lebanese retail,Optimal,Travel Kit (Sunscreen+After Sun),Sunscreen,Unspecified,https://zeinacare.com/products/travel-kit-sunscreen-after-sun,Dry,Sensitive,zeinacare,,,,,,Sun Protection,,13.50,zeinacare,,,,1208250,89500,,mid,,,,,1,https://zeinacare.com/cdn/shop/files/Travel_Kit_Sunscreen_After_Sun.jpg?v=1755337146,og:image,A sunscreen from Optimal.,,zeinacare,13.50,13.50,,,,
LBR-05121,Lebanese retail,Shiseido,BNF Mini Gift Kit  21,General Moisturizer,Japan,https://mazenonline.com/products/bnf-mini-gift-kit-21,All,Resistant,"tier 4, inferred: what a general moisturizer is for","WATER (AQUA), GLYCERIN, BUTYLENE GLYCOL, ISODODECANE, ISOHEXADECANE, DIMETHICONE, CETYL ETHYLHEXANOATE, HYDROGENATED POLYDECENE, DISTEARDIMONIUM HECTORITE, PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE, PEG-150, PEG-8 DIISOSTEARATE, PHENOXYETHANOL, METHYLPARABEN, ETHYLPARABEN, PHYTOSTERYL MACADAMIATE, SODIUM CITRATE, FRAGRANCE (PARFUM), TRISODIUM EDTA, TOCOPHERYL ACETATE, STEARYL GLYCYRRHETINATE, HYDROXYPROLINE, CITRIC ACID, SODIUM METAPHOSPHATE, BENZYL BENZOATE, ALPHA-ISOMETHYL IONONE, BUTYLPHENYL METHYLPROPIONAL, HEXYL CINNAMAL, LINALOOL, LIMONENE, SODIUM ACETYLATED HYALURONATE, CITRONELLOL, GERANIOL, SACCHAROMYCES FERMENT LYSATE FILTRATE, RUBUS IDAEUS (RASPBERRY) FRUIT EXTRACT, IRON OXIDES (CI 77492), SYZYGIUM JAMBOS LEAF EXTRACT, IRON OXIDES (CI 77491), TOCOPHEROL",39,Vitamin E,"Alcohol, Sulfates, Mineral Oil",,"Hydrating, Anti-Aging, Skin Texture",,30.00,mazenonline,30,ml,30.0,2685000,89500,1.0000,mid,,,,,1,https://mazenonline.com/cdn/shop/files/238097300-1.jpg?v=1684224849,og:image,"Shiseido presents the Benefiance gift set, a mini duo of anti-ageing skincare treats. The Set Contains: Benefiance Wrinkle Smoothing Cream (30ml) This ultra-nurturing moisturiser works to recharge the skin's sensory receptors, helping tackle the effects of environmental aggressors while promoting a",,mazenonline,30.00,30.00,"Skin Conditioning (16), Perfuming (12), Solvent (9), Fragrance (9), Skin Conditioning - Emollient (5), Hair Conditioning (4), Humectant (4), Chelating (4)",39,100,"Alpha-Isomethyl Ionone, Benzyl Benzoate, Butylphenyl Methylpropional, Citric Acid, Citronellol, Ethylparaben, Geraniol, Hexyl Cinnamal, Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Limonene, Linalool"
LBR-05243,Lebanese retail,Skin 1004,Centella Travel Kit,General Moisturizer,South Korea,https://zeinacare.com/products/centella-travel-kit,All,Resistant,"tier 4, inferred: what a general moisturizer is for","nutrient-rich Centella works to hydrate your skin, reduce the effects of sun damage, Ceramides help to hold skin cells together in the outermost layer of your skin, Glycerin softens, hydrates",5,"Hyaluronic Acid, Ceramides, Tranexamic Acid, Centella, Licorice","Fragrance, Parabens, Alcohol, Essential Oils, Sulfates, Mineral Oil",,Hydrating,,22.41,zeinacare,,,,2005695,89500,,mid,,,amazon,"[{""rating"": ""5.0"", ""title"": ""YOU HAVE TO TRY IT OUT FOR YOURSELF!!! JUST GET ITTT IM SERIOUS!!!!!!!!!"", ""text"": ""I\\u2019ve always been someone who views skincare as an investment. Taking care of myself and my skin is super important to me and I don\\u2019t shy away from expensive products. That being said, I spent over $700 on the entire SulWhasoo brand and it literally did nothinggggg for my skin. I stumbled upon this brand after doing some research and decided to give the travel kit a try. After the first application the products made my skin calm and smooth. Price point is amazing for the quality of product!!! I\\u2019ve been using it for a week and my skin is noticeably looking healthy and fresh.  The travel kit is so cute and packaging is high quality too. I plan to buy this whole set in it\\u2019s regular size. Seriously, you dont need to spend hundreds on good skincare. Try this brand for yourself. Im so happy i came across it :\\u2019)"", ""helpful_vote"": 10, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""4.0"", ""title"": ""FYI- Does not come with a pouch in 2023."", ""text"": ""My products came in a box, no pouch included. Didn\\u2019t really care for the bag, but if you think it comes with one- it doesn\\u2019t."", ""helpful_vote"": 10, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""Acne prone skin"", ""text"": ""Excellent product for acne prone skin"", ""helpful_vote"": 4, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""2.0"", ""title"": ""Pouch Not Included"", ""text"": ""While the products themselves were of great value and quality, I was disappointed to have received this product without its main piece which was the pouch. Not receiving this pouch ultimately defeats the purpose of easy traveling with skincare."", ""helpful_vote"": 3, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""Comoda"", ""text"": ""Lo volver\\u00eda comprar"", ""helpful_vote"": 2, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""So far so good!"", ""text"": ""I think I finally found my skin care routine! Waited almost 2 months to review. Great product, did not irritate, leaves my skin soooo soft will be ordering the bigger size for one of each. My acne hasn\\u2019t flared up either."", ""helpful_vote"": 2, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""My skin is like Butta"", ""text"": ""This seems to be a very light weight nourishing skin system.  Highly recommend."", ""helpful_vote"": 2, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""Perfect travel kit  \\ud83d\\ude0d"", ""text"": ""I\\u2019ve recently heard great things about k beauty products and this is the perfect way to try it out. I\\u2019m loving everything so far, leaves my skin feeling clean and moisturized!"", ""helpful_vote"": 2, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""Love it!"", ""text"": ""Reduces redness overnight and it feels so good!"", ""helpful_vote"": 2, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""Safe to use"", ""text"": ""Safe to use no itchy highly recommended ."", ""helpful_vote"": 1, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""Great products"", ""text"": ""First time trying these products so obviously the travel size felt like the safest way to go\\u2026.my skin felt clean and hydrated"", ""helpful_vote"": 1, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""The best product an is very nice to used it every day"", ""text"": ""I love it"", ""helpful_vote"": 1, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""Love"", ""text"": ""I watched painted by Spencer who recommended this product and I was so glad that I chose to buy it it makes my skin so soft and moisturized I absolutely love it and highly recommend for anyone who has dry skin or just wants that beautiful glow"", ""helpful_vote"": 1, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""5.0"", ""title"": ""Great for travel, as it has all you need except sunscreen!"", ""text"": ""Handy travel sized skin care. I have mature skin and it has helped with the dryness.<br />Bargain for travel needs, just need to add an SPF"", ""helpful_vote"": 1, ""verified"": true, ""source"": ""amazon""}, {""rating"": ""1.0"", ""title"": ""Did not come with travel case"", ""text"": ""Came loose in box without the bag"", ""helpful_vote"": 1, ""verified"": true, ""source"": ""amazon""}]",1,https://zeinacare.com/cdn/shop/files/Centella-Travel-Kit-SKIN1004.webp?v=1761906931,og:image,A general moisturizer from Skin 1004.,,zeinacare,22.41,22.41,"Skin Conditioning (23), Viscosity Controlling (10), Hair Conditioning (8), Solvent (7), Humectant (5), Fragrance (5), Surfactant - Emulsifying (5), Surfactant - Cleansing (4)",36,84,"Cyclomethicone, Tromethamine"
LBR-05318,Lebanese retail,Some By Mi,Retinol Intense Trial Kit,General Moisturizer,South Korea,https://zeinacare.com/products/retinol-intense-trial-kit,Combination,Sensitive,zeinacare,"Water, Glycerin, Caprylic/Capric Triglyceride, Dimethicone, Polysorbate 60, Niacinamide, Methylpropanediol, Cetyl Alcohol, Polymethylsilsesquioxane, Centella Asiatica Extract, Dioscorea Japonica Root Extract, Piper Methysticum Leaf/Root/Stem Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Panax Ginseng Berry Extract, Artemisia Capillaris Extract, Ganoderma Lucidum (Mushroom) Stem Extract, Chlorella Vulgaris Extract, Glycine Soja (Soybean) Seed Extract, Nymphaea Alba Flower Extract, Elaeis Guineensis (Palm) Oil, Hydrogenated Lecithin, Sodium Hyaluronate, 1,2-Hexanediol, Dimethicone/Vinyl Dimethicone Crosspolymer, Panthenol, BHT, Cyclopentasiloxane, Steareth-21, PEG-10 Dimethicone/Vinyl Dimethicone Crosspolymer, Polyacrylamide, Steareth-2, Isohexadecane, Carbomer, Hydroxyacetophenone, C13-14 Isoparaffin, Tromethamine, Palmitic Acid, Polyquaternium-51, Stearic Acid, Polysorbate 20",40,"Niacinamide, Hyaluronic Acid, Retinoid, Panthenol, Centella, Tea Tree","Fragrance, Parabens, Alcohol, Essential Oils, Sulfates, Mineral Oil",,Hydrating,"May Worsen Dryness, May Worsen Oily Skin",18.70,zeinacare,,,,1673650,89500,,mid,,,,,1,https://zeinacare.com/cdn/shop/files/1-Retinol_Intense_Trial_Kit.webp?v=1753285814,og:image,A general moisturizer from Some By MI.,,zeinacare,18.70,18.70,"Skin Conditioning (21), Surfactant - Emulsifying (8), Solvent (7), Skin Conditioning - Emollient (7), Surfactant - Cleansing (6), Viscosity Controlling (5), Fragrance (5), Hair Conditioning (3)",40,100,"Polyacrylamide, Tromethamine"
LBR-05890,Lebanese retail,VVBetter,Vvbetter Travel Kit,General Moisturizer,Unspecified,https://zeinacare.com/products/vvbetter-travel-kit,All,Sensitive,"tier 4, inferred: a general purpose formula",Salix Alba (willow) bark,1,"Niacinamide, Hyaluronic Acid, Vitamin C, Green Tea, Propolis","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,Hydrating,"May Worsen Irritation, May Worsen Eczema, May Trigger Acne",14.45,zeinacare,,,,1293275,89500,,mid,,,,,1,https://zeinacare.com/cdn/shop/files/Travel-Kit-Blue-VVBETTER.webp?v=1770803462,og:image,A general moisturizer from VVBetter.,,zeinacare,14.45,14.45,"Astringent (1), Skin Conditioning (1), Soothing (1), Tonic (1)",1,100,
LBO-00183,Lebanese origin,Beesline,Hydrating Powder Face Cleanser – Honey & Hyaluronic Acid – Starter Kit,Face Cleanser,Lebanon,https://beesline.com/en-lb/products/hydrating-powder-face-cleanser-honey-hyaluronic-acid-starter-kit,All,Sensitive,"tier 4, inferred: a general purpose formula","hyaluronic acid, honey (Mel)",2,"Hyaluronic Acid, Honey",,,Hydrating,None identified in the formula,13.69,beesline.com,,,,1225255,89500,,mid,,,,,,https://beesline.com/cdn/shop/files/beesline-forever-nettoyant-visage-poudre-hydratant-miel-acide-hyaluronique-rechargeable-02.webp?v=1776771222&width=1200,found by image search on the brand's own site,,,,12.54,13.69,"Humectant (2), Skin Conditioning (2), Antistatic (1), Moisturising (1), Flavouring (1)",2,100,
LBO-00391,Lebanese origin,Samasoaps,Face and Body Soaps Discovery Box 12-Bar Set,Bath & Body,Lebanon,https://samasoaps.com/products/face-and-body-soaps-discovery-box-12-bar-set,All,Resistant,samasoaps.com,,,,,,,,75.00,samasoaps.com,,,,6712500,89500,,premium,,,,,,https://samasoaps.com/cdn/shop/files/1a8c69a0-bcf2-4b2b-953b-97203eb438b2.jpg?v=1784800273&width=1100,found by image search on the brand's own site,"Description Face and Body Soaps Discovery Box delivers 12 artisan soap bars curated to address multiple skin concerns. Each cold-processed bar blends natural botanicals like honey, turmeric, charcoal and aloe to promote clearer, balanced skin and help you identify the ideal facial and body cleanser for daily care. Highlights Curated 12-bar discovery set for face and body Cold-processed bars made w",,,30.00,75.00,,,,
LBO-00410,Lebanese origin,Samasoaps,The Artisan Collection Gift Box — 12 Artisan Soap Bars (3 Free),Bath & Body,Lebanon,https://samasoaps.com/products/the-artisan-collection-gift-box-12-artisan-soap-bars-3-free,All,Resistant,samasoaps.com,,,,,,Hydrating,,70.00,samasoaps.com,,,,6265000,89500,,premium,,,,,,https://samasoaps.com/cdn/shop/files/temp_dXs35WE.png?v=1763931911&width=1100,found by image search on the brand's own site,"Description The Artisan Collection presents 12 fully-sized artisan soaps (pay for 9, receive 3 free) arranged in an elegant gift box; each bar is cold-process crafted from first-press olive, coconut and palm oils with founder-controlled essential oils and mountain botanicals, delivering gentle moisturising care for face, body and hair. Highlights Curated set of 12 fully-sized artisan soap bars Inc",,,70.00,70.00,,,,
LBO-00411,Lebanese origin,Samasoaps,Three Artisan Soaps Gift Box Discovery - Mixed Natural Soap Bars,Bath & Body,Lebanon,https://samasoaps.com/products/three-artisan-soaps-gift-box-discovery-mixed-natural-soap-bars,All,Resistant,samasoaps.com,,,,,,Hydrating,,18.00,samasoaps.com,,,,1611000,89500,,mid,,,,,,https://samasoaps.com/cdn/shop/files/3_boxes.jpg?v=1756683258&width=1500,found by image search on the brand's own site,"Description Three artisan soap bars handcrafted by cold-process using first-press olive and coconut oils for deep moisturising and a creamy lather. Each bar is enhanced with in-house essential oils for gentle aromatherapy and a luxurious bathing experience, offering multi-use care for body, face, hair and scalp; lasts 4–6 weeks. Highlights Handcrafted cold-process soap bars Made with first-press o",,,18.00,18.00,,,,
LBO-00418,Lebanese origin,Savon Du Liban SDL,Timeless Charms of Lebanon – Lebanese Soap Souvenir Gift Box,Bath & Body,Lebanon,https://savonduliban.com/products/timeless-charms-of-lebanon-lebanese-soap-gift-box,All,Resistant,"tier 4, inferred: what a bath & body is for",,,,,,,,15.00,savonduliban.com,,,,1342500,89500,,mid,,,,,,https://savonduliban.com/cdn/shop/files/1_9daa5167-275b-4ff1-bc82-e5363ee2c8c5.png?v=1758726414,og:image,"A Small Lebanese Gift Filled with Authentic Charm The Timeless Charms of Lebanon Gift Box is a beautifully curated mini Lebanese souvenir designed to capture the essence of traditional craftsmanship in a compact and elegant format. Featuring iconic elements such as laurel soap, tarboosh-shaped soap, and a stamped musk soap with Lebanese motifs, this gift set offers a meaningful and affordable way",,,15.00,15.00,,,,
LBO-00421,Lebanese origin,Savon Du Liban SDL,Ward Beirut Floral Soap Gift Box – Elegant Wedding & Event Favors,Bath & Body,Lebanon,https://savonduliban.com/products/ward-beirut-gift-box-enchanting-floral-soaps,All,Resistant,"tier 4, inferred: what a bath & body is for",,,,,,,,12.00,savonduliban.com,,,,1074000,89500,,budget,,,,,,https://savonduliban.com/cdn/shop/files/1_116d5ede-6f4d-4421-8f48-986aa9b413ca.png?v=1750431099,og:image,"Elegant Floral Soap Favors for Special Occasions The Ward Beirut Gift Box is a delicate and elegant floral soap set designed to elevate your special occasions. Featuring three handcrafted glycerin soaps shaped like soft pink flowers, this gift box brings beauty, fragrance, and refinement to every gesture. Inspired by the blooming charm of Beirut, this set is ideal for weddings, baptisms, baby show",,,12.00,12.00,,,,
LBO-00422,Lebanese origin,Savon Du Liban SDL,Happy Delight – Heart & Flower Soap Gift Box,Bath & Body,Lebanon,https://savonduliban.com/products/happy-delight-soap-gift-set,All,Resistant,"tier 4, inferred: what a bath & body is for",,,,,,Reduces Irritation,,15.00,savonduliban.com,,,,1342500,89500,,mid,,,,,,https://savonduliban.com/cdn/shop/files/1_0f2267a6-dbd8-4f11-81f2-301b96d67e95.png?v=1750688653,og:image,"🎁 Happy Delight – A Joyful Mix of Soaps in a Gift Box Happy Delight is a beautifully arranged gift box (23 x 8 x 3.5 cm) featuring 4 handmade glycerin soaps : 2 heart shapes and 2 delicate flowers, in a soft, cheerful mix of colors—white, pink, yellow, and mauve. 🌼 What Makes It Special: A romantic mix of floral and heart shapes Elegant pastel tones that soothe the eyes and soul Crafted with love",,,15.00,15.00,,,,
LBO-00423,Lebanese origin,Savon Du Liban SDL,Love All Around - Adorable Heart-Shaped Soap Gift Box,Bath & Body,Lebanon,https://savonduliban.com/products/love-all-around-gift-box,All,Resistant,"tier 4, inferred: what a bath & body is for",,,,,,,,12.00,savonduliban.com,,,,1074000,89500,,budget,,,,,,https://savonduliban.com/cdn/shop/files/LoveAllAround2025.png?v=1760181281,og:image,"Love All Around – Heart-Shaped Glycerin Soaps Celebrate love and kindness with our Love All Around gift box. This elegant 23x8x3.5 cm box with a transparent lid holds four heart-shaped glycerin soaps — two pink and two white — each handcrafted with care to bring softness and fragrance to your day. 💝 What’s Inside 4 heart-shaped glycerin soaps (2 pink, 2 white) Presented in a white 23x8x3.5 cm box",,,12.00,12.00,,,,
LBO-00767,Lebanese origin,Beesline,Powder Shower Gel – Coconut – Starter Kit,Bath & Body,Lebanon,https://beesline.com/products/powder-shower-gel-coconut-starter-kit,All,Resistant,"tier 4, inferred: what a bath & body is for",,,,,,Hydrating,,9.78,beesline.com,,,,875310,89500,,budget,,,,,,https://beesline.com/cdn/shop/files/beesline-forever-deodorant-poudre-coco-rechargeable-sans-aluminium-03.webp?v=1776771246&width=1200,found by image search on the brand's own site,"Sulfate-free powder shower gel enriched with honey and guar. Gently cleanses, hydrates, and leaves skin soft with a coconut scent",,,9.78,9.78,,,,
