product_id,source_category,brand,name,product_type,country,product_url,skin_type,sensitivity,skin_type_source,ingredients,ingredient_count,key_ingredients,free_from,spf,benefits,concerns,price_usd,price_source,size_value,size_unit,size_ml,price_lbp,price_lbp_rate,price_per_ml,price_tier,rating,rating_count,rating_source,review_texts_json,shops_in_lebanon,image_url,image_source,product_summary,price_seen_date,sold_by_shops,price_usd_lowest,price_usd_highest,ingredient_functions,cosing_matched,cosing_coverage,restricted_ingredients
GLB-05939,Global (Skinsort),Dr. Squatch,Alpine Sage Deodorant,Bath & Body,United States,https://www.drsquatch.com/products/alpine-sage,All,Sensitive,www.drsquatch.com,"CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, STEARYL ALCOHOL, MAGNESIUM HYDROXIDE, BEESWAX, BUTYROSPERMUM PARKII BUTTER, COCOS NUCIFERA OIL, TRIETHYL CITRATE, SIMMONDSIA CHINENSIS SEED OIL, JOJOBA ESTERS, LAVANDULA ANGUSTIFOLIA OIL, CHARCOAL POWDER, CUPRESSUS SEMPERVIRENS OIL, SALVIA SCLAREA OIL, POGOSTEMON CABLIN LEAF OIL, HELIANTHUS ANNUUS SEED OIL, LACTOBACILLUS FERMENT, TOCOPHEROL, MALTODEXTRIN",19,"Vitamin E, Shea Butter, Lavender, Jojoba Oil, Coconut Oil, Charcoal","Fragrance, Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,Brightening,"May Worsen Oily Skin, May Trigger Acne",14.99,Whole Foods Market,,,,1341605,89500,,mid,,,,,0,https://cdn.shopify.com/s/files/1/0275/7784/3817/products/AlpinsSage_6.jpg?v=1667373483,og:image,,2026-08-24,,,,"Fragrance, Skin Conditioning, Skin Conditioning - Emollient, Perfuming, Emulsion Stabilising, Viscosity Controlling, Absorbent, Hair Conditioning",19,100,Cupressus Sempervirens Oil
GLB-05955,Global (Skinsort),Drunk Elephant,Sweet Pitti™ Deodorant Cream,Bath & Body,United States,,Dry,Sensitive,"tier 4, inferred: occlusives high in the formula, no astringent","AQUA, MANDELIC ACID, MARANTA ARUNDINACEA ROOT POWDER, CAPRYLIC/CAPRIC TRIGLYCERIDE, ISONONYL ISONONANOATE, GLYCERIN, TAPIOCA STARCH, BUTYROSPERMUM PARKII BUTTER, CETEARYL OLIVATE, CETEARYL ALCOHOL, CETYL ALCOHOL, SORBITAN OLIVATE, SCLEROCARYA BIRREA SEED OIL, ADANSONIA DIGITATA SEED OIL, SCHINZIOPHYTON RAUTANENII KERNEL OIL, SCLEROTIUM GUM, PANTHENOL, SODIUM STEAROYL GLUTAMATE, PRUNUS AMYGDALUS DULCIS SEED EXTRACT, HYDROXYETHYLCELLULOSE, CITRIC ACID, CAPRYLYL GLYCOL, PHENOXYETHANOL, CHLORPHENESIN, SODIUM HYDROXIDE",25,"Mandelic Acid, Panthenol, Shea Butter","Fragrance, Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,"Reduces Irritation, Reduces Large Pores","May Worsen Dryness, May Trigger Acne, May Worsen Irritation",81.5,Drunk Elephant Skincare,,,,7294250,89500,,premium,4.0,2200,Drunk Elephant Skincare,,0,https://media.ulta.com/i/ulta/2588455?w=800&h=800&fmt=auto,found by image search on a trusted retailer,,2026-08-24,,,,"Skin Conditioning, Hair Conditioning, Viscosity Controlling, Skin Conditioning - Emollient, Emulsion Stabilising, Surfactant - Emulsifying, Antimicrobial, Fragrance",25,100,"Chlorphenesin, Citric Acid, Phenoxyethanol, Sodium Hydroxide"
GLB-05970,Global (Skinsort),Dr. Squatch,Summer Citrus Deodorant,Bath & Body,United States,https://www.drsquatch.com/products/summer-citrus,All,Sensitive,www.drsquatch.com,"CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, STEARYL ALCOHOL, MAGNESIUM HYDROXIDE, BEESWAX, BUTYROSPERMUM PARKII BUTTER, COCOS NUCIFERA OIL, TRIETHYL CITRATE, SIMMONDSIA CHINENSIS SEED OIL, PARFUM, JOJOBA ESTERS, MALTODEXTRIN, TOCOPHEROL, HELIANTHUS ANNUUS SEED OIL, CHARCOAL POWDER, LACTOBACILLUS FERMENT",16,"Vitamin E, Shea Butter, Jojoba Oil, Coconut Oil","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,"Anti-Aging, Scar Healing, Brightening","May Worsen Oily Skin, May Trigger Acne, May Worsen Irritation",13.0,drsquatch.com,,,,1163500,89500,,budget,4.8,19,drsquatch.com,,0,https://cdn.shopify.com/s/files/1/0275/7784/3817/files/Bio___Summer_Citrus-Bar-Soap.jpg?v=1771558111,og:image,,2026-08-24,,,,"Skin Conditioning, Fragrance, Perfuming, Skin Conditioning - Emollient, Emulsion Stabilising, Viscosity Controlling, Absorbent, Hair Conditioning",16,100,
GLB-05971,Global (Skinsort),Dr. Squatch,Pine Tar Deodorant,Bath & Body,United States,,All,Sensitive,"tier 4, inferred: a general purpose formula","CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, STEARYL ALCOHOL, MAGNESIUM HYDROXIDE, BEESWAX, BUTYROSPERMUM PARKII BUTTER, COCOS NUCIFERA OIL, TRIETHYL CITRATE, SIMMONDSIA CHINENSIS SEED OIL, PARFUM, JOJOBA ESTERS, CHARCOAL POWDER, LACTOBACILLUS FERMENT, TOCOPHEROL, HELIANTHUS ANNUUS SEED OIL, MALTODEXTRIN, CITRUS AURANTIUM DULCIS PEEL OIL, PINUS SYLVESTRIS LEAF OIL",18,"Vitamin E, Shea Butter, Jojoba Oil, Coconut Oil, Charcoal","Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,"Anti-Aging, Scar Healing, Brightening","May Worsen Oily Skin, May Trigger Acne, May Worsen Irritation",12.99,Ellington Agway,,,,1162605,89500,,budget,4.4,15231,Ellington Agway,,0,https://cdn.shopify.com/s/files/1/0275/7784/3817/files/pinetarnewlook.png?v=1723048608,the brand's own site,,2026-08-24,,,,"Skin Conditioning, Fragrance, Perfuming, Skin Conditioning - Emollient, Emulsion Stabilising, Viscosity Controlling, Absorbent, Hair Conditioning",18,100,Pinus Sylvestris Leaf Oil
GLB-06009,Global (Skinsort),Lume,Bay Rum Deodorant,Bath & Body,United States,,Dry,Sensitive,"tier 4, inferred: occlusives high in the formula, no astringent","AQUA, MANDELIC ACID, MARANTA ARUNDINACEA ROOT POWDER, TAPIOCA STARCH, ISOAMYL LAURATE, BEHENYL ALCOHOL, HYDROGENATED CASTOR OIL, CAPRYLIC ACID, C10-18 TRIGLYCERIDES, CAFFEINE, PVM/MA DECADIENE CROSSPOLYMER, POTASSIUM HYDROXIDE, GLYCERYL STEARATE, STEARYL ALCOHOL, DIMETHICONE, PANTHENOL, ALOE BARBADENSIS LEAF JUICE, THEOBROMA CACAO SEED BUTTER, TOCOPHEROL, ALLANTOIN, STEARIC ACID, PALMITIC ACID, CETYL ALCOHOL, LAURYL ALCOHOL, MYRISTYL ALCOHOL, LECITHIN, PENTYLENE GLYCOL, PHENYLPROPANOL, SODIUM BENZOATE, TETRASODIUM GLUTAMATE DIACETATE",30,"Vitamin E, Mandelic Acid, Panthenol, Allantoin, Aloe Vera, Caffeine","Fragrance, Parabens, Alcohol, Essential Oils, Sulfates, Mineral Oil",,"Reduces Irritation, Reduces Large Pores, Anti-Aging, Scar Healing, Brightening","May Worsen Dryness, May Worsen Oily Skin, May Trigger Acne, May Worsen Irritation",,,,,,,,,,,,,,0,https://cdn1.skinsafeproducts.com/photo/FE1964DC56B49A/large_1631918719.jpeg?1631918719,found by image search on another retailer,,,,,,"Skin Conditioning, Skin Conditioning - Emollient, Surfactant - Emulsifying, Viscosity Controlling, Fragrance, Emulsion Stabilising, Surfactant - Cleansing, Solvent",30,100,"Potassium Hydroxide, Sodium Benzoate"
GLB-06027,Global (Skinsort),Dove,Advanced Care Antiperspirant Deodorant Stick Shea Butter,Bath & Body,United States,,Dry,Sensitive,"tier 4, inferred: occlusives high in the formula, no astringent","ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY, STEARYL ALCOHOL, C12-15 ALKYL BENZOATE, CYCLOPENTASILOXANE, ISOPROPYL PALMITATE, PPG-14 BUTYL ETHER, HYDROGENATED CASTOR OIL, PEG-8, DIMETHICONE, PARFUM, SILICA, POLYETHYLENE, HELIANTHUS ANNUUS SEED OIL, STEARETH-100, BHA, BUTYROSPERMUM PARKII BUTTER",16,"Salicylic Acid, Shea Butter","Parabens, Alcohol, Essential Oils, Sulfates, Mineral Oil",,Eczema,May Trigger Acne,18.82,Walmart - Seller,,,,1684390,89500,,mid,4.6,44059,Walmart - Seller,,0,https://assets.unileversolutions.com/v1/128330651.png,found by image search on the brand's own site,,2026-08-24,,,,"Skin Conditioning - Emollient, Skin Conditioning, Fragrance, Viscosity Controlling, Surfactant - Cleansing, Opacifying, Surfactant - Emulsifying, Hair Conditioning",16,100,Aluminum Zirconium Tetrachlorohydrex Gly
GLB-06031,Global (Skinsort),Chanel,Bleu De Chanel Deodorant Stick,Bath & Body,France,,All,Resistant,"tier 4, inferred: a general purpose formula","ALCOHOL, SODIUM STEARATE, PROPYLENE GLYCOL, AQUA, PARFUM, CETYL ALCOHOL, SORBITAN STEARATE, LIMONENE, LINALOOL, CITRONELLOL, CITRAL, COUMARIN, GERANIOL",13,,"Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,Redness Reducing,May Worsen Rosacea,47.0,CHANEL,,,,4206500,89500,,premium,4.71,3341,CHANEL,,0,"https://www.chanel.com/images/t_one/t_fragrance/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_1920/bleu-de-chanel-deodorant-stick-2oz--packshot-default-107710-9564910354462.jpg",found by image search on the brand's own site,,2026-08-24,,,,"Perfuming, Solvent, Viscosity Controlling, Fragrance, Surfactant - Emulsifying, Surfactant - Cleansing, Deodorant, Antifoaming",13,100,"Citral, Citronellol, Coumarin, Geraniol, Limonene, Linalool"
GLB-06041,Global (Skinsort),Kiehl's,Body Fuel Antiperspirant Deodorant,Bath & Body,United States,,Dry,Resistant,"tier 4, inferred: occlusives high in the formula, no astringent","ALUMINUM CHLOROHYDRATE, AQUA, CETEARYL ALCOHOL, PARFUM, CETEARETH-33, PERLITE, DIMETHICONE, PHENOXYETHANOL, PENTYLENE GLYCOL, LIMONENE, CAFFEINE, TOCOPHERYL ACETATE, ZINC GLUCONATE, ASCORBYL GLUCOSIDE, LINALOOL, CITRAL",16,"Vitamin C, Vitamin E, Caffeine","Parabens, Alcohol, Sulfates, Mineral Oil",,"Redness Reducing, Skin Texture, Anti-Aging, Dark Spots, Brightening",May Trigger Acne,26.59,FragranceNet.com,,,,2379805,89500,,mid,4.71,2400,FragranceNet.com,,0,https://www.kiehls.com/dw/image/v2/AAFM_PRD/on/demandware.static/-/Sites-kiehls-master-catalog/default/dw93701a7a/nextgen/men/deodorant/body-fuel/kiehls-men-antiperspirant-body-fuel-antiperspirant-deodorant-000-3605971764103-front.png,found by image search on the brand's own site,,2026-08-24,,,,"Perfuming, Skin Conditioning, Deodorant, Solvent, Skin Conditioning - Emollient, Surfactant - Cleansing, Surfactant - Emulsifying, Antioxidant",16,100,"Citral, Limonene, Linalool, Phenoxyethanol, Zinc Gluconate"
GLB-06075,Global (Skinsort),IntiMD,Coochy Plus Intimate After Shave,Bath & Body,United States,https://www.intimd.com/products/intimd-coochy-intimate-after-shave-protection-moisturizer-plus-antibacterial-antioxidant-formula-4-oz?srsltid=AfmBOorcyXd-woiJSkDVh9gezxVOu8oOf-Q_DmX09g-fZO6xU8Lwj7HY,All,Sensitive,www.intimd.com,"AQUA, GLYCERIN, BUTYLENE GLYCOL, PROPYLENE GLYCOL, POLYSORBATE 20, LAVANDULA ANGUSTIFOLIA FLOWER, CUCUMIS SATIVUS FRUIT EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, CHAMOMILLA RECUTITA FLOWER EXTRACT, GLYCYRRHIZA GLABRA ROOT EXTRACT, ECHINACEA ANGUSTIFOLIA EXTRACT, TRITICUM VULGARE GERM EXTRACT, RUBUS IDAEUS FRUIT EXTRACT, EPILOBIUM ANGUSTIFOLIUM FLOWER/LEAF/STEM EXTRACT, LILIUM CANDIDUM BULB EXTRACT, SALVIA OFFICINALIS LEAF EXTRACT, TRIFOLIUM PRATENSE FLOWER EXTRACT, AVENA SATIVA KERNEL EXTRACT, DIPOTASSIUM GLYCYRRHIZATE, LAVANDULA ANGUSTIFOLIA OIL, BENZYL ALCOHOL, POLYQUATERNIUM-10, POTASSIUM SORBATE",23,"Green Tea, Chamomile, Lavender, Licorice","Fragrance, Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,"Reduces Irritation, Reduces Large Pores","May Worsen Dryness, May Worsen Eczema, May Trigger Acne",20.67,Walmart - Oui Lab,,,,1849965,89500,,mid,5.0,6,Walmart - Oui Lab,,0,https://www.intimd.com/cdn/shop/files/ASListing1_1200x1200.jpg?v=1689292484,og:image,,2026-08-24,,,,"Skin Conditioning, Fragrance, Solvent, Humectant, Tonic, Viscosity Controlling, Skin Conditioning - Emollient, Oral Care",23,100,"Benzyl Alcohol, Potassium Sorbate"
GLB-06076,Global (Skinsort),Dr. Squatch,Fresh Falls Deodorant,Bath & Body,United States,,All,Sensitive,"tier 4, inferred: a general purpose formula","CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, STEARYL ALCOHOL, MAGNESIUM HYDROXIDE, BEESWAX, BUTYROSPERMUM PARKII BUTTER, COCOS NUCIFERA OIL, TRIETHYL CITRATE, SIMMONDSIA CHINENSIS SEED OIL, PARFUM, JOJOBA ESTERS, CHARCOAL POWDER, HELIANTHUS ANNUUS SEED OIL, TOCOPHEROL, LACTOBACILLUS FERMENT, MALTODEXTRIN",16,"Vitamin E, Shea Butter, Jojoba Oil, Coconut Oil","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,"Anti-Aging, Scar Healing, Brightening","May Worsen Oily Skin, May Trigger Acne, May Worsen Irritation",24.0,Pronto Home Delivery,,,,2148000,89500,,mid,4.67,30,Pronto Home Delivery,,0,https://cdn.shopify.com/s/files/1/0275/7784/3817/files/freshfallsnewlook.png?v=1716320490,the brand's own site,,2026-08-24,,,,"Skin Conditioning, Fragrance, Perfuming, Skin Conditioning - Emollient, Emulsion Stabilising, Viscosity Controlling, Absorbent, Hair Conditioning",16,100,
GLB-06090,Global (Skinsort),Vanicream,Anti-Perspirant / Deodorant,Bath & Body,Unspecified,https://www.vanicream.com/product/vanicream-antiperspirant-deodorant,All,Sensitive,www.vanicream.com,"ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY, CYCLOPENTASILOXANE, HYDROGENATED POLYDECENE, STEARYL ALCOHOL, PHENYL TRIMETHICONE, HYDROGENATED CASTOR OIL, CETYL ALCOHOL, SILICA",8,,"Fragrance, Parabens, Alcohol, Essential Oils, Sulfates, Mineral Oil",,Eczema,"May Worsen Dryness, May Worsen Oily Skin",11.25,Modern Dermatology,,,,1006875,89500,,budget,4.74,538,Modern Dermatology,,0,https://www.vanicream.com/dynamic-media/product/images/1000x1000-0084-apd-ft-0851-ret-4x6.jpg?gravity=center&v=galleryZoom&k=xNMQfv9SElAGR875kxB2Sw,found by image search on the brand's own site,,2026-08-24,,,,"Skin Conditioning - Emollient, Skin Conditioning, Viscosity Controlling, Hair Conditioning, Fragrance, Opacifying, Surfactant - Cleansing, Surfactant - Emulsifying",8,100,Aluminum Zirconium Trichlorohydrex Gly
GLB-06093,Global (Skinsort),Dr. Squatch,Wood Barrel Bourbon Deodorant,Bath & Body,United States,,All,Sensitive,"tier 4, inferred: a general purpose formula","CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, STEARYL ALCOHOL, MAGNESIUM HYDROXIDE, BEESWAX, BUTYROSPERMUM PARKII BUTTER, COCOS NUCIFERA OIL, TRIETHYL CITRATE, SIMMONDSIA CHINENSIS SEED OIL, PARFUM, JOJOBA ESTERS, CHARCOAL POWDER, HELIANTHUS ANNUUS SEED OIL, TOCOPHEROL, LACTOBACILLUS FERMENT, MALTODEXTRIN",16,"Vitamin E, Shea Butter, Jojoba Oil, Coconut Oil","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,"Anti-Aging, Scar Healing, Brightening","May Worsen Oily Skin, May Trigger Acne, May Worsen Irritation",13.22,Shein,,,,1183190,89500,,mid,4.37,788,Shein,,0,https://cdn.shopify.com/s/files/1/0275/7784/3817/files/Frame2354.png?v=1723048678,the brand's own site,,2026-08-24,,,,"Skin Conditioning, Fragrance, Perfuming, Skin Conditioning - Emollient, Emulsion Stabilising, Viscosity Controlling, Absorbent, Hair Conditioning",16,100,
GLB-06106,Global (Skinsort),Dr. Squatch,Birchwood Breeze Deodorant,Bath & Body,United States,,All,Sensitive,"tier 4, inferred: a general purpose formula","CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, STEARYL ALCOHOL, MAGNESIUM HYDROXIDE, BEESWAX, BUTYROSPERMUM PARKII BUTTER, COCOS NUCIFERA OIL, TRIETHYL CITRATE, SIMMONDSIA CHINENSIS SEED OIL, PARFUM, JOJOBA ESTERS, CHARCOAL POWDER, HELIANTHUS ANNUUS SEED OIL, TOCOPHEROL, LACTOBACILLUS FERMENT, MALTODEXTRIN",16,"Vitamin E, Shea Butter, Jojoba Oil, Coconut Oil","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,"Anti-Aging, Scar Healing, Brightening","May Worsen Oily Skin, May Trigger Acne, May Worsen Irritation",,,,,,,,,,,,,,0,https://cdn.shopify.com/s/files/1/0275/7784/3817/files/birchwoodnewlook.png?v=1723048822,the brand's own site,,,,,,"Skin Conditioning, Fragrance, Perfuming, Skin Conditioning - Emollient, Emulsion Stabilising, Viscosity Controlling, Absorbent, Hair Conditioning",16,100,
GLB-06112,Global (Skinsort),Dr. Squatch,Bay Rum Deodorant,Bath & Body,United States,https://www.drsquatch.com/products/bay-rum,All,Sensitive,www.drsquatch.com,"CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, STEARYL ALCOHOL, MAGNESIUM HYDROXIDE, BEESWAX, BUTYROSPERMUM PARKII BUTTER, COCOS NUCIFERA OIL, TRIETHYL CITRATE, SIMMONDSIA CHINENSIS SEED OIL, PARFUM, JOJOBA ESTERS, CHARCOAL POWDER, HELIANTHUS ANNUUS SEED OIL, TOCOPHEROL, LACTOBACILLUS FERMENT, MALTODEXTRIN",16,"Vitamin E, Shea Butter, Jojoba Oil, Coconut Oil","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,"Anti-Aging, Scar Healing, Brightening","May Worsen Oily Skin, May Trigger Acne, May Worsen Irritation",,,,,,,,,,,,,,0,https://cdn.shopify.com/s/files/1/0275/7784/3817/files/Bay-Rum-Bar-Soap-03-Lifestyle-01-lisd.jpg?v=1747329341,og:image,,,,,,"Skin Conditioning, Fragrance, Perfuming, Skin Conditioning - Emollient, Emulsion Stabilising, Viscosity Controlling, Absorbent, Hair Conditioning",16,100,
GLB-06129,Global (Skinsort),Cantu,Sulfate-Free Cleansing Cream Shampoo,Bath & Body,Unspecified,,All,Resistant,"tier 4, inferred: a general purpose formula","AQUA, SODIUM C14-16 OLEFIN SULFONATE, COCAMIDOPROPYL BETAINE, COCAMIDE MEA, ACRYLATES COPOLYMER, GLYCOL DISTEARATE, STEARETH-4, PHENOXYETHANOL, PARFUM, GLYCERIN, POLYESTER-11, BUTYROSPERMUM PARKII BUTTER, POLYQUATERNIUM-39, SODIUM HYDROXIDE, PANTHENOL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, ETHYLHEXYLGLYCERIN, DISODIUM EDTA, SODIUM CHLORIDE, POLYSORBATE 80, CITRIC ACID, BENZYL BENZOATE",22,"Panthenol, Shea Butter","Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,Reduces Irritation,"May Worsen Dryness, May Trigger Acne",6.54,Sally Beauty,,,,585330,89500,,budget,4.41,19476,Sally Beauty,,0,https://i5.walmartimages.com/seo/Cantu-Shea-Butter-for-Natural-Hair-Sulfate-Free-Cleansing-Cream-Shampoo-25oz_2da48dba-6100-4160-a4f0-d355fe01398c.6b4e00c69149055b085f7a6188e39e6c.jpeg,found by image search on another retailer,,2026-08-24,,,,"Viscosity Controlling, Skin Conditioning, Surfactant - Cleansing, Antistatic, Surfactant - Emulsifying, Film Forming, Solvent, Hair Conditioning",22,100,"Benzyl Benzoate, Citric Acid, Phenoxyethanol, Polyquaternium-39, Sodium Hydroxide"
GLB-06136,Global (Skinsort),Maison Louis Marie,No.04 Bois de Balincourt Deodorant,Bath & Body,France,,All,Resistant,"tier 4, inferred: a general purpose formula","PROPYLENE GLYCOL, AQUA, SODIUM STEARATE, PROPANEDIOL, SACCHAROMYCES FERMENT FILTRATE, DIATOMACEOUS EARTH, SILICA, ALCOHOL, POLYGLYCERYL-4 LAURATE, PARFUM, POLYGLYCERYL-10 CAPRYLATE, TAPIOCA STARCH, ISOPROPYL ALCOHOL, BENZYL BENZOATE",14,,"Parabens, Essential Oils, Silicones, Sulfates, Mineral Oil",,Eczema,May Worsen Rosacea,21.0,Maison Louis Marie,,,,1879500,89500,,mid,4.17,1318,Maison Louis Marie,,0,https://www.sephora.com/productimages/sku/s2369601-main-zoom.jpg?pb=clean-planet-aware,found by image search on a trusted retailer,,2026-08-24,,,,"Viscosity Controlling, Solvent, Surfactant - Emulsifying, Perfuming, Humectant, Abrasive, Anticaking, Bulking",14,100,Benzyl Benzoate
GLB-06143,Global (Skinsort),Meow Meow Tweet,Deodorant Cream - Lavender Baking Soda Free,Bath & Body,United States,,Oily,Sensitive,"tier 4, inferred: oil absorbing or keratolytic actives, no occlusive","HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT, MAGNESIUM HYDROXIDE, COCOS NUCIFERA OIL, BUTYROSPERMUM PARKII BUTTER, SIMMONDSIA CHINENSIS SEED OIL, LAVANDULA ANGUSTIFOLIA OIL, MELALEUCA ALTERNIFOLIA LEAF OIL",7,"Shea Butter, Lavender, Jojoba Oil, Coconut Oil",,,Good For Oily Skin,May Trigger Acne,16.0,Smallflower.com,,,,1432000,89500,,mid,4.4,878,Smallflower.com,,0,https://meowmeowtweet.com/cdn/shop/files/LBSF_web-trans.png?v=1702934034,the brand's own site,,2026-08-24,,,,"Skin Conditioning, Fragrance, Hair Conditioning, Perfuming, Absorbent, Buffering, Viscosity Controlling, Skin Conditioning - Emollient",7,100,
GLB-06147,Global (Skinsort),Chanel,Bleu De Chanel After Shave Lotion,Bath & Body,France,https://www.chanel.com/us/fragrance/p/107070/bleu-de-chanel-after-shave-lotion/,All,Resistant,www.chanel.com,"ALCOHOL, AQUA, PARFUM, METHYL GLUCETH-20, PEG-40 HYDROGENATED CASTOR OIL, LIMONENE, LINALOOL, ALLANTOIN, CITRONELLOL, SODIUM CITRATE, CITRAL, PHYTIC ACID, CITRIC ACID, COUMARIN, GERANIOL, SODIUM BENZOATE",16,Allantoin,"Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,Reduces Large Pores,"May Worsen Dryness, May Worsen Irritation, May Worsen Rosacea",80.0,CHANEL,,,,7160000,89500,,premium,4.77,1536,CHANEL,,0,https://www.sephora.com/productimages/sku/s2403681-main-zoom.jpg,found by image search on a trusted retailer,,2026-08-24,,,,"Perfuming, Fragrance, Solvent, Chelating, Deodorant, Buffering, Antifoaming, Antimicrobial",16,100,"Citral, Citric Acid, Citronellol, Coumarin, Geraniol, Limonene"
GLB-06152,Global (Skinsort),Dove,Invisible Solid Antiperspirant - Original Clean,Bath & Body,United States,,Dry,Resistant,"tier 4, inferred: occlusives high in the formula, no astringent","ALUMINUM CHLOROHYDRATE, CYCLOPENTASILOXANE, STEARYL ALCOHOL, PPG-14 BUTYL ETHER, PARAFFINUM LIQUIDUM, ISOPROPYL PALMITATE, HYDROGENATED CASTOR OIL, PARFUM, POLYETHYLENE, STEARETH-100, BHA, HELIANTHUS ANNUUS SEED OIL, BENZYL ALCOHOL, BENZYL BENZOATE, BENZYL SALICYLATE, CINNAMYL ALCOHOL, CITRONELLOL, EUGENOL, GERANIOL, HEXYL CINNAMAL, LINALOOL",21,Salicylic Acid,"Parabens, Alcohol, Sulfates",,"Acne Fighting, Good For Oily Skin","May Worsen Oily Skin, May Trigger Acne",54.39,Zoro,,,,4867905,89500,,premium,,,,,0,https://assets.unileversolutions.com/v1/142878856.png,found by image search on the brand's own site,,2026-08-24,,,,"Perfuming, Skin Conditioning - Emollient, Fragrance, Skin Conditioning, Solvent, Viscosity Controlling, Surfactant - Cleansing, Deodorant",21,100,"Benzyl Alcohol, Benzyl Benzoate, Benzyl Salicylate, Cinnamyl Alcohol, Citronellol, Eugenol"
GLB-06166,Global (Skinsort),Clinique,Antiperspirant-Deodorant Roll-On,Bath & Body,United States,,All,Sensitive,"tier 4, inferred: a general purpose formula","AQUA, CETETH-2, PPG-11 STEARYL ETHER, STEARETH-20, MYRISTALKONIUM CHLORIDE, QUATERNIUM-14, SORBIC ACID, TRISODIUM EDTA",8,,"Fragrance, Parabens, Alcohol, Essential Oils, Silicones, Sulfates, Mineral Oil",,Eczema,None identified in the formula,29.55,Strawberrynet.com,,,,2644725,89500,,mid,4.7,8929,Strawberrynet.com,,0,https://m.clinique.com/media/export/cms/products/600x750/cl_sku_664200_600x750_0.png,found by image search on the brand's own site,,2026-08-24,,,,"Surfactant - Emulsifying, Surfactant - Cleansing, Preservative, Solvent, Skin Conditioning - Emollient, Cleansing, Antimicrobial, Antistatic",8,100,"Myristalkonium Chloride, Sorbic Acid"
GLB-06179,Global (Skinsort),Meow Meow Tweet,Deodorant Stick - Eucalyptus Lemon,Bath & Body,United States,,Dry,Resistant,"tier 4, inferred: occlusives high in the formula, no astringent","COCOS NUCIFERA OIL, MARGARITA POWDER, MAGNESIUM HYDROXIDE, THEOBROMA CACAO SEED BUTTER, BUTYROSPERMUM PARKII BUTTER, HELIANTHUS ANNUUS SEED WAX, SODIUM BICARBONATE, CITRUS LIMON PEEL OIL, EUCALYPTUS GLOBULUS LEAF OIL, CURCUMA AROMATICA ROOT OIL",10,"Shea Butter, Coconut Oil","Fragrance, Parabens, Alcohol, Silicones, Sulfates, Mineral Oil",,Acne Fighting,May Trigger Acne,14.0,Meow Meow Tweet,,,,1253000,89500,,mid,4.4,2790,Meow Meow Tweet,,0,https://meowmeowtweet.com/cdn/shop/products/E-STCK-webtrans.png?v=1667496898,the brand's own site,,2026-08-24,,,,"Skin Conditioning, Fragrance, Perfuming, Abrasive, Buffering, Skin Protecting, Hair Conditioning, Absorbent",10,100,Citrus Limon Peel Oil
